competition,isu_year,is_short_program,category,event_type,judge_number,judge_name,judge_nationality
ec2020,1920,0,women,individual,2,BESCHEA Marina,ROU
ec2020,1920,0,women,individual,3,VIKARNE-HOMOLYA Zsuzsanna,HUN
ec2020,1920,0,women,individual,4,HEUSINGER Katharina,GER
ec2020,1920,0,women,individual,5,BLANC Christine,SUI
ec2020,1920,0,women,individual,6,KLIUSHNIKOV Yury,AZE
ec2020,1920,0,women,individual,7,Allan BOEHM,SVK
ec2020,1920,0,women,individual,8,Natasa SKOK,SLO
ec2020,1920,0,women,individual,9,Margo PAUW,NED
ec2020,1920,1,pairs,individual,1,CEROVAC Josip,CRO
ec2020,1920,1,pairs,individual,2,Lone VILLEFRANCE,DEN
ec2020,1920,1,pairs,individual,3,Florence VUYLSTEKER,FRA
ec2020,1920,1,pairs,individual,4,Kari-Anne OLSEN,NOR
ec2020,1920,1,pairs,individual,5,SANCHO Saioa,ESP
ec2020,1920,1,pairs,individual,6,BRAMBATI Claudia,ITA
ec2020,1920,1,pairs,individual,7,KIMMINUS Kerstin,GER
ec2020,1920,1,pairs,individual,8,POPOVA Vessela,BUL
ec2020,1920,1,pairs,individual,9,GERWEN-MAAS Nicole VAN,NED
ec2020,1920,0,pairs,individual,1,BRAMBATI Claudia,ITA
ec2020,1920,0,pairs,individual,2,Florence VUYLSTEKER,FRA
ec2020,1920,0,pairs,individual,3,BINZ-MOSER Prisca,SUI
ec2020,1920,0,pairs,individual,4,KOZHEMYAKINA Olga,RUS
ec2020,1920,0,pairs,individual,5,ARCHER Karen,GBR
ec2020,1920,0,pairs,individual,6,SANCHO Saioa,ESP
ec2020,1920,0,pairs,individual,7,POPOVA Vessela,BUL
ec2020,1920,0,pairs,individual,8,Kari-Anne OLSEN,NOR
ec2020,1920,0,pairs,individual,9,Adrienn SCHADENBAUER,AUT
fc2020,1920,1,men,individual,1,GOSSELIN Veronique,CAN
fc2020,1920,1,men,individual,2,martinez sasha,MEX
fc2020,1920,1,men,individual,3,GLENN Roger,USA
fc2020,1920,1,men,individual,4,AHN Na Young,KOR
fc2020,1920,1,men,individual,5,DU Evelyn Katherine PREEZ,AUS
fc2020,1920,1,men,individual,6,Nadezhda PARETSKAIA,KAZ
fc2020,1920,1,men,individual,7,Claire SHEPHERD,GBR
fc2020,1920,1,men,individual,8,Hailan JIANG,CHN
fc2020,1920,1,men,individual,9,Sakae YAMAMOTO,JPN
fc2020,1920,0,men,individual,1,AHN Na Young,KOR
fc2020,1920,0,men,individual,2,Nadezhda PARETSKAIA,KAZ
fc2020,1920,0,men,individual,3,DU Evelyn Katherine PREEZ,AUS
fc2020,1920,0,men,individual,4,martinez sasha,MEX
fc2020,1920,0,men,individual,5,Claire SHEPHERD,GBR
fc2020,1920,0,men,individual,6,GLENN Roger,USA
fc2020,1920,0,men,individual,7,Sakae YAMAMOTO,JPN
fc2020,1920,0,men,individual,8,Hailan JIANG,CHN
fc2020,1920,0,men,individual,9,GOSSELIN Veronique,CAN
fc2020,1920,1,women,individual,1,KOH Sung-Hee,KOR
fc2020,1920,1,women,individual,2,Angelique CLYDE-SMITH,AUS
fc2020,1920,1,women,individual,3,BROMLEY Todd,USA
fc2020,1920,1,women,individual,4,Ayumi KOZUKA,JPN
fc2020,1920,1,women,individual,5,Ko-Man TING,TWN
fc2020,1920,1,women,individual,6,Ariadna MORONES NEGRETE,MEX
fc2020,1920,1,women,individual,7,WANG Yu,CHN
fc2020,1920,1,women,individual,8,guskov yuriy,KAZ
fc2020,1920,0,women,individual,1,BROMLEY Todd,USA
fc2020,1920,0,women,individual,2,WANG Yu,CHN
fc2020,1920,0,women,individual,3,Ko-Man TING,TWN
fc2020,1920,0,women,individual,4,KOH Sung-Hee,KOR
fc2020,1920,0,women,individual,5,Angelique CLYDE-SMITH,AUS
fc2020,1920,0,women,individual,6,Ariadna MORONES NEGRETE,MEX
fc2020,1920,0,women,individual,7,Ayumi KOZUKA,JPN
fc2020,1920,0,women,individual,8,guskov yuriy,KAZ
fc2020,1920,1,pairs,individual,1,Dan FANG,CHN
fc2020,1920,1,pairs,individual,2,CURRIE Deborah,USA
fc2020,1920,1,pairs,individual,3,DEY Lynne,CAN
fc2020,1920,1,pairs,individual,4,Shizuko UGAKI,JPN
fc2020,1920,1,pairs,individual,5,ABELE Agita,LAT
fc2020,1920,1,pairs,individual,6,Joanna MILLER,AUS
fc2020,1920,1,pairs,individual,7,GARRARD Neil,RSA
fc2020,1920,1,pairs,individual,8,an so young,KOR
fc2020,1920,1,pairs,individual,9,NUMANOVA Saodat,UZB
fc2020,1920,0,pairs,individual,1,Dan FANG,CHN
fc2020,1920,0,pairs,individual,2,DEY Lynne,CAN
fc2020,1920,0,pairs,individual,3,CURRIE Deborah,USA
fc2020,1920,0,pairs,individual,4,Shizuko UGAKI,JPN
fc2020,1920,0,pairs,individual,5,Joanna MILLER,AUS
fc2020,1920,0,pairs,individual,6,GARRARD Neil,RSA
fc2020,1920,0,pairs,individual,7,NUMANOVA Saodat,UZB
fc2020,1920,0,pairs,individual,8,ABELE Agita,LAT
fc2020,1920,0,pairs,individual,9,an so young,KOR
gpcan2019,1920,1,men,individual,1,DEY Lynne,CAN
gpcan2019,1920,1,men,individual,2,LOCATELLI Raffaella,ITA
gpcan2019,1920,1,men,individual,3,David MUNOZ,ESP
gpcan2019,1920,1,men,individual,4,JELINEK Lisa,AUS
gpcan2019,1920,1,men,individual,5,mathewson schmid stefanie,USA
gpcan2019,1920,1,men,individual,6,gribonosova-grebneva maria,RUS
gpcan2019,1920,1,men,individual,7,Anja RIST,GER
gpcan2019,1920,1,men,individual,8,Sakae YAMAMOTO,JPN
gpcan2019,1920,1,men,individual,9,ABELE Agita,LAT
gpcan2019,1920,0,men,individual,1,DEY Lynne,CAN
gpcan2019,1920,0,men,individual,2,LOCATELLI Raffaella,ITA
gpcan2019,1920,0,men,individual,3,David MUNOZ,ESP
gpcan2019,1920,0,men,individual,4,JELINEK Lisa,AUS
gpcan2019,1920,0,men,individual,5,mathewson schmid stefanie,USA
gpcan2019,1920,0,men,individual,6,gribonosova-grebneva maria,RUS
gpcan2019,1920,0,men,individual,7,Anja RIST,GER
gpcan2019,1920,0,men,individual,8,Sakae YAMAMOTO,JPN
gpcan2019,1920,0,men,individual,9,ABELE Agita,LAT
gpcan2019,1920,1,women,individual,1,ABELE Agita,LAT
gpcan2019,1920,1,women,individual,2,Elena FOMINA,RUS
gpcan2019,1920,1,women,individual,3,WANG Yu,CHN
gpcan2019,1920,1,women,individual,4,Christiane MILES,SUI
gpcan2019,1920,1,women,individual,5,CHISLETT Pamela,CAN
gpcan2019,1920,1,women,individual,6,DAVIDSSON Laila,SWE
gpcan2019,1920,1,women,individual,7,mathewson schmid stefanie,USA
gpcan2019,1920,1,women,individual,8,Sakae YAMAMOTO,JPN
gpcan2019,1920,1,women,individual,9,LEE Ri Tae,KOR
gpcan2019,1920,0,women,individual,1,ABELE Agita,LAT
gpcan2019,1920,0,women,individual,2,Elena FOMINA,RUS
gpcan2019,1920,0,women,individual,3,WANG Yu,CHN
gpcan2019,1920,0,women,individual,4,Christiane MILES,SUI
gpcan2019,1920,0,women,individual,5,CHISLETT Pamela,CAN
gpcan2019,1920,0,women,individual,6,DAVIDSSON Laila,SWE
gpcan2019,1920,0,women,individual,7,mathewson schmid stefanie,USA
gpcan2019,1920,0,women,individual,8,Sakae YAMAMOTO,JPN
gpcan2019,1920,0,women,individual,9,LEE Ri Tae,KOR
gpcan2019,1920,1,pairs,individual,1,WANG Yu,CHN
gpcan2019,1920,1,pairs,individual,2,DAVIDSSON Laila,SWE
gpcan2019,1920,1,pairs,individual,3,Anja RIST,GER
gpcan2019,1920,1,pairs,individual,4,LEE Ri Tae,KOR
gpcan2019,1920,1,pairs,individual,5,JELINEK Lisa,AUS
gpcan2019,1920,1,pairs,individual,6,HOWARD Karen,CAN
gpcan2019,1920,1,pairs,individual,7,Elena FOMINA,RUS
gpcan2019,1920,1,pairs,individual,8,mathewson schmid stefanie,USA
gpcan2019,1920,1,pairs,individual,9,LOCATELLI Raffaella,ITA
gpcan2019,1920,0,pairs,individual,1,WANG Yu,CHN
gpcan2019,1920,0,pairs,individual,2,DAVIDSSON Laila,SWE
gpcan2019,1920,0,pairs,individual,3,Anja RIST,GER
gpcan2019,1920,0,pairs,individual,4,LEE Ri Tae,KOR
gpcan2019,1920,0,pairs,individual,5,JELINEK Lisa,AUS
gpcan2019,1920,0,pairs,individual,6,HOWARD Karen,CAN
gpcan2019,1920,0,pairs,individual,7,Elena FOMINA,RUS
gpcan2019,1920,0,pairs,individual,8,mathewson schmid stefanie,USA
gpcan2019,1920,0,pairs,individual,9,LOCATELLI Raffaella,ITA
gpusa2019,1920,1,men,individual,1,HORKLOVA Marketa,CZE
gpusa2019,1920,1,men,individual,2,Jia YAO,CHN
gpusa2019,1920,1,men,individual,3,DOLGUSHIN Igor,RUS
gpusa2019,1920,1,men,individual,4,Kristina LUNDGREN,USA
gpusa2019,1920,1,men,individual,5,Akiko KOBAYASHI,JPN
gpusa2019,1920,1,men,individual,6,Albert ZAYDMAN,ISR
gpusa2019,1920,1,men,individual,7,CHOI Jung Yoon,KOR
gpusa2019,1920,1,men,individual,8,Jerome POULIN,CAN
gpusa2019,1920,1,men,individual,9,BETSCH Francis,FRA
gpusa2019,1920,0,men,individual,1,HORKLOVA Marketa,CZE
gpusa2019,1920,0,men,individual,2,Jia YAO,CHN
gpusa2019,1920,0,men,individual,3,DOLGUSHIN Igor,RUS
gpusa2019,1920,0,men,individual,4,Kristina LUNDGREN,USA
gpusa2019,1920,0,men,individual,5,Akiko KOBAYASHI,JPN
gpusa2019,1920,0,men,individual,6,Albert ZAYDMAN,ISR
gpusa2019,1920,0,men,individual,7,CHOI Jung Yoon,KOR
gpusa2019,1920,0,men,individual,8,Jerome POULIN,CAN
gpusa2019,1920,0,men,individual,9,BETSCH Francis,FRA
gpusa2019,1920,1,women,individual,1,SHI Wei,CHN
gpusa2019,1920,1,women,individual,2,ANDREEVA Julia,RUS
gpusa2019,1920,1,women,individual,3,CONACHER Ron,CAN
gpusa2019,1920,1,women,individual,4,Catherine L. TAYLOR,AUS
gpusa2019,1920,1,women,individual,5,guskov yuriy,KAZ
gpusa2019,1920,1,women,individual,6,Marta OLOZAGARRE,ESP
gpusa2019,1920,1,women,individual,7,CHOI Jung Yoon,KOR
gpusa2019,1920,1,women,individual,8,Kevin ROSENSTEIN,USA
gpusa2019,1920,1,women,individual,9,Akiko KOBAYASHI,JPN
gpusa2019,1920,0,women,individual,1,SHI Wei,CHN
gpusa2019,1920,0,women,individual,2,ANDREEVA Julia,RUS
gpusa2019,1920,0,women,individual,3,CONACHER Ron,CAN
gpusa2019,1920,0,women,individual,4,Catherine L. TAYLOR,AUS
gpusa2019,1920,0,women,individual,5,guskov yuriy,KAZ
gpusa2019,1920,0,women,individual,6,Marta OLOZAGARRE,ESP
gpusa2019,1920,0,women,individual,7,CHOI Jung Yoon,KOR
gpusa2019,1920,0,women,individual,8,Kevin ROSENSTEIN,USA
gpusa2019,1920,0,women,individual,9,Akiko KOBAYASHI,JPN
gpusa2019,1920,1,pairs,individual,1,LEVSHUNOVA Yulia,GEO
gpusa2019,1920,1,pairs,individual,2,Catherine L. TAYLOR,AUS
gpusa2019,1920,1,pairs,individual,3,SHI Wei,CHN
gpusa2019,1920,1,pairs,individual,4,guskov yuriy,KAZ
gpusa2019,1920,1,pairs,individual,5,BETSCH Francis,FRA
gpusa2019,1920,1,pairs,individual,6,Jerome POULIN,CAN
gpusa2019,1920,1,pairs,individual,7,CUTONE Kathaleen,USA
gpusa2019,1920,1,pairs,individual,8,DOLGUSHIN Igor,RUS
gpusa2019,1920,1,pairs,individual,9,HORKLOVA Marketa,CZE
gpusa2019,1920,0,pairs,individual,1,LEVSHUNOVA Yulia,GEO
gpusa2019,1920,0,pairs,individual,2,Catherine L. TAYLOR,AUS
gpusa2019,1920,0,pairs,individual,3,SHI Wei,CHN
gpusa2019,1920,0,pairs,individual,4,guskov yuriy,KAZ
gpusa2019,1920,0,pairs,individual,5,BETSCH Francis,FRA
gpusa2019,1920,0,pairs,individual,6,Jerome POULIN,CAN
gpusa2019,1920,0,pairs,individual,7,CUTONE Kathaleen,USA
gpusa2019,1920,0,pairs,individual,8,DOLGUSHIN Igor,RUS
gpusa2019,1920,0,pairs,individual,9,HORKLOVA Marketa,CZE
gpfra2019,1920,1,men,individual,1,CHIGOGIDZE Salome,GEO
gpfra2019,1920,1,men,individual,2,DECK Deveny,USA
gpfra2019,1920,1,men,individual,3,Natasa SKOK,SLO
gpfra2019,1920,1,men,individual,4,HUNTER Janice,CAN
gpfra2019,1920,1,men,individual,5,KIMMINUS Kerstin,GER
gpfra2019,1920,1,men,individual,6,MERIGUET Philippe,FRA
gpfra2019,1920,1,men,individual,7,Alexei BELETSKI,ISR
gpfra2019,1920,1,men,individual,8,KOZHEMYAKINA Olga,RUS
gpfra2019,1920,1,men,individual,9,Nobuhiko YOSHIOKA,JPN
gpfra2019,1920,0,men,individual,1,CHIGOGIDZE Salome,GEO
gpfra2019,1920,0,men,individual,2,DECK Deveny,USA
gpfra2019,1920,0,men,individual,3,Natasa SKOK,SLO
gpfra2019,1920,0,men,individual,4,HUNTER Janice,CAN
gpfra2019,1920,0,men,individual,5,KIMMINUS Kerstin,GER
gpfra2019,1920,0,men,individual,6,MERIGUET Philippe,FRA
gpfra2019,1920,0,men,individual,7,Alexei BELETSKI,ISR
gpfra2019,1920,0,men,individual,8,KOZHEMYAKINA Olga,RUS
gpfra2019,1920,0,men,individual,9,Nobuhiko YOSHIOKA,JPN
gpfra2019,1920,1,women,individual,1,EHRHARDT Karin,AUT
gpfra2019,1920,1,women,individual,2,Nobuhiko YOSHIOKA,JPN
gpfra2019,1920,1,women,individual,3,Claudia FASSORA,SUI
gpfra2019,1920,1,women,individual,4,DECK Deveny,USA
gpfra2019,1920,1,women,individual,5,KOZHEMYAKINA Olga,RUS
gpfra2019,1920,1,women,individual,6,CUCUPHAT Helene,FRA
gpfra2019,1920,1,women,individual,7,Alexei BELETSKI,ISR
gpfra2019,1920,1,women,individual,8,Malgorzata SOBKOW,POL
gpfra2019,1920,1,women,individual,9,DE Francoise RAPPARD,BEL
gpfra2019,1920,0,women,individual,1,EHRHARDT Karin,AUT
gpfra2019,1920,0,women,individual,2,Nobuhiko YOSHIOKA,JPN
gpfra2019,1920,0,women,individual,3,Claudia FASSORA,SUI
gpfra2019,1920,0,women,individual,4,DECK Deveny,USA
gpfra2019,1920,0,women,individual,5,KOZHEMYAKINA Olga,RUS
gpfra2019,1920,0,women,individual,6,CUCUPHAT Helene,FRA
gpfra2019,1920,0,women,individual,7,Alexei BELETSKI,ISR
gpfra2019,1920,0,women,individual,8,Malgorzata SOBKOW,POL
gpfra2019,1920,0,women,individual,9,DE Francoise RAPPARD,BEL
gpfra2019,1920,1,pairs,individual,1,DECK Deveny,USA
gpfra2019,1920,1,pairs,individual,2,DE Francoise RAPPARD,BEL
gpfra2019,1920,1,pairs,individual,3,Natasa SKOK,SLO
gpfra2019,1920,1,pairs,individual,4,EHRHARDT Karin,AUT
gpfra2019,1920,1,pairs,individual,5,KOZHEMYAKINA Olga,RUS
gpfra2019,1920,1,pairs,individual,6,Claudia FASSORA,SUI
gpfra2019,1920,1,pairs,individual,7,KIMMINUS Kerstin,GER
gpfra2019,1920,1,pairs,individual,8,Miluse SAFRANKOVA,CZE
gpfra2019,1920,1,pairs,individual,9,Anthony LEROY,FRA
gpfra2019,1920,0,pairs,individual,1,DECK Deveny,USA
gpfra2019,1920,0,pairs,individual,2,DE Francoise RAPPARD,BEL
gpfra2019,1920,0,pairs,individual,3,Natasa SKOK,SLO
gpfra2019,1920,0,pairs,individual,4,EHRHARDT Karin,AUT
gpfra2019,1920,0,pairs,individual,5,KOZHEMYAKINA Olga,RUS
gpfra2019,1920,0,pairs,individual,6,Claudia FASSORA,SUI
gpfra2019,1920,0,pairs,individual,7,KIMMINUS Kerstin,GER
gpfra2019,1920,0,pairs,individual,8,Miluse SAFRANKOVA,CZE
gpfra2019,1920,0,pairs,individual,9,Anthony LEROY,FRA
gpf1920,1920,1,men,individual,1,Anthony LEROY,FRA
gpf1920,1920,1,men,individual,2,SHI Wei,CHN
gpf1920,1920,1,men,individual,3,BINDER Elisabeth,AUT
gpf1920,1920,1,men,individual,4,KOZHEMYAKINA Olga,RUS
gpf1920,1920,1,men,individual,5,MAEDA Mami,JPN
gpf1920,1920,1,men,individual,6,TOIGO Walter,ITA
gpf1920,1920,1,men,individual,7,ENZMANN Wendy,USA
gpf1920,1920,1,men,individual,8,CHIGOGIDZE Salome,GEO
gpf1920,1920,1,men,individual,9,Deborah ISLAM,CAN
gpf1920,1920,0,men,individual,1,Anthony LEROY,FRA
gpf1920,1920,0,men,individual,2,SHI Wei,CHN
gpf1920,1920,0,men,individual,3,BINDER Elisabeth,AUT
gpf1920,1920,0,men,individual,4,KOZHEMYAKINA Olga,RUS
gpf1920,1920,0,men,individual,5,MAEDA Mami,JPN
gpf1920,1920,0,men,individual,6,TOIGO Walter,ITA
gpf1920,1920,0,men,individual,7,ENZMANN Wendy,USA
gpf1920,1920,0,men,individual,8,CHIGOGIDZE Salome,GEO
gpf1920,1920,0,men,individual,9,Deborah ISLAM,CAN
gpf1920,1920,1,women,individual,1,FUKUDOME Tomie,JPN
gpf1920,1920,1,women,individual,2,Chihee RHEE,KOR
gpf1920,1920,1,women,individual,3,Marta OLOZAGARRE,ESP
gpf1920,1920,1,women,individual,4,Peter VOTH,GER
gpf1920,1920,1,women,individual,5,Deborah ISLAM,CAN
gpf1920,1920,1,women,individual,6,Anthony LEROY,FRA
gpf1920,1920,1,women,individual,7,GRAHAM Peggy,USA
gpf1920,1920,1,women,individual,8,BUTTARELLI Marco,ITA
gpf1920,1920,1,women,individual,9,Elena FOMINA,RUS
gpf1920,1920,0,women,individual,1,FUKUDOME Tomie,JPN
gpf1920,1920,0,women,individual,2,Chihee RHEE,KOR
gpf1920,1920,0,women,individual,3,Marta OLOZAGARRE,ESP
gpf1920,1920,0,women,individual,4,Peter VOTH,GER
gpf1920,1920,0,women,individual,5,Deborah ISLAM,CAN
gpf1920,1920,0,women,individual,6,Anthony LEROY,FRA
gpf1920,1920,0,women,individual,7,GRAHAM Peggy,USA
gpf1920,1920,0,women,individual,8,BUTTARELLI Marco,ITA
gpf1920,1920,0,women,individual,9,Elena FOMINA,RUS
gpf1920,1920,1,pairs,individual,1,ENZMANN Wendy,USA
gpf1920,1920,1,pairs,individual,2,TOIGO Walter,ITA
gpf1920,1920,1,pairs,individual,3,KOZHEMYAKINA Olga,RUS
gpf1920,1920,1,pairs,individual,4,BINDER Elisabeth,AUT
gpf1920,1920,1,pairs,individual,5,HUNTER Janice,CAN
gpf1920,1920,1,pairs,individual,6,Peter VOTH,GER
gpf1920,1920,1,pairs,individual,7,SHI Wei,CHN
gpf1920,1920,1,pairs,individual,8,MAEDA Mami,JPN
gpf1920,1920,1,pairs,individual,9,Chihee RHEE,KOR
gpf1920,1920,0,pairs,individual,1,ENZMANN Wendy,USA
gpf1920,1920,0,pairs,individual,2,TOIGO Walter,ITA
gpf1920,1920,0,pairs,individual,3,KOZHEMYAKINA Olga,RUS
gpf1920,1920,0,pairs,individual,4,BINDER Elisabeth,AUT
gpf1920,1920,0,pairs,individual,5,HUNTER Janice,CAN
gpf1920,1920,0,pairs,individual,6,Peter VOTH,GER
gpf1920,1920,0,pairs,individual,7,SHI Wei,CHN
gpf1920,1920,0,pairs,individual,8,MAEDA Mami,JPN
gpf1920,1920,0,pairs,individual,9,Chihee RHEE,KOR
gpf1920,1920,1,men,junior,1,MAEDA Mami,JPN
gpf1920,1920,1,men,junior,2,BUTTARELLI Marco,ITA
gpf1920,1920,1,men,junior,3,BINDER Elisabeth,AUT
gpf1920,1920,1,men,junior,4,CHIGOGIDZE Salome,GEO
gpf1920,1920,1,men,junior,5,SHI Wei,CHN
gpf1920,1920,1,men,junior,6,KOZHEMYAKINA Olga,RUS
gpf1920,1920,1,men,junior,7,ENZMANN Wendy,USA
gpf1920,1920,1,men,junior,8,Anthony LEROY,FRA
gpf1920,1920,1,men,junior,9,Deborah ISLAM,CAN
gpf1920,1920,0,men,junior,1,MAEDA Mami,JPN
gpf1920,1920,0,men,junior,2,BUTTARELLI Marco,ITA
gpf1920,1920,0,men,junior,3,BINDER Elisabeth,AUT
gpf1920,1920,0,men,junior,4,CHIGOGIDZE Salome,GEO
gpf1920,1920,0,men,junior,5,SHI Wei,CHN
gpf1920,1920,0,men,junior,6,KOZHEMYAKINA Olga,RUS
gpf1920,1920,0,men,junior,7,ENZMANN Wendy,USA
gpf1920,1920,0,men,junior,8,Anthony LEROY,FRA
gpf1920,1920,0,men,junior,9,Deborah ISLAM,CAN
gpf1920,1920,1,women,junior,1,GRAHAM Peggy,USA
gpf1920,1920,1,women,junior,2,Elena FOMINA,RUS
gpf1920,1920,1,women,junior,3,Anthony LEROY,FRA
gpf1920,1920,1,women,junior,4,BUTTARELLI Marco,ITA
gpf1920,1920,1,women,junior,5,Peter VOTH,GER
gpf1920,1920,1,women,junior,6,Marta OLOZAGARRE,ESP
gpf1920,1920,1,women,junior,7,FUKUDOME Tomie,JPN
gpf1920,1920,1,women,junior,8,Chihee RHEE,KOR
gpf1920,1920,1,women,junior,9,Deborah ISLAM,CAN
gpf1920,1920,0,women,junior,1,GRAHAM Peggy,USA
gpf1920,1920,0,women,junior,2,Elena FOMINA,RUS
gpf1920,1920,0,women,junior,3,Anthony LEROY,FRA
gpf1920,1920,0,women,junior,4,BUTTARELLI Marco,ITA
gpf1920,1920,0,women,junior,5,Peter VOTH,GER
gpf1920,1920,0,women,junior,6,Marta OLOZAGARRE,ESP
gpf1920,1920,0,women,junior,7,FUKUDOME Tomie,JPN
gpf1920,1920,0,women,junior,8,Chihee RHEE,KOR
gpf1920,1920,0,women,junior,9,Deborah ISLAM,CAN
gpf1920,1920,1,pairs,junior,1,HUNTER Janice,CAN
gpf1920,1920,1,pairs,junior,2,GRAHAM Peggy,USA
gpf1920,1920,1,pairs,junior,3,SHI Wei,CHN
gpf1920,1920,1,pairs,junior,4,MAEDA Mami,JPN
gpf1920,1920,1,pairs,junior,5,Chihee RHEE,KOR
gpf1920,1920,1,pairs,junior,6,Peter VOTH,GER
gpf1920,1920,1,pairs,junior,7,BINDER Elisabeth,AUT
gpf1920,1920,1,pairs,junior,8,KOZHEMYAKINA Olga,RUS
gpf1920,1920,1,pairs,junior,9,TOIGO Walter,ITA
gpf1920,1920,0,pairs,junior,1,HUNTER Janice,CAN
gpf1920,1920,0,pairs,junior,2,GRAHAM Peggy,USA
gpf1920,1920,0,pairs,junior,3,SHI Wei,CHN
gpf1920,1920,0,pairs,junior,4,MAEDA Mami,JPN
gpf1920,1920,0,pairs,junior,5,Chihee RHEE,KOR
gpf1920,1920,0,pairs,junior,6,Peter VOTH,GER
gpf1920,1920,0,pairs,junior,7,BINDER Elisabeth,AUT
gpf1920,1920,0,pairs,junior,8,KOZHEMYAKINA Olga,RUS
gpf1920,1920,0,pairs,junior,9,TOIGO Walter,ITA
wc2021,2021,1,men,individual,1,DAVIDSON Lisa,GBR
wc2021,2021,1,men,individual,2,STAHL Ursula,AUT
wc2021,2021,1,men,individual,3,iryna medvedieva,UKR
wc2021,2021,1,men,individual,4,ALHONEN Pia,FIN
wc2021,2021,1,men,individual,5,CHIGOGIDZE Salome,GEO
wc2021,2021,1,men,individual,6,ANDERSSON Inger,SWE
wc2021,2021,1,men,individual,7,Christiane MILES,SUI
wc2021,2021,1,men,individual,8,BABENKO Sviatoslav,RUS
wc2021,2021,1,men,individual,9,MISUREC Miroslav,CZE
wc2021,2021,0,men,individual,1,Chihee RHEE,KOR
wc2021,2021,0,men,individual,2,ANDERSSON Inger,SWE
wc2021,2021,0,men,individual,3,Kristina LUNDGREN,USA
wc2021,2021,0,men,individual,4,MISUREC Miroslav,CZE
wc2021,2021,0,men,individual,5,Christiane MILES,SUI
wc2021,2021,0,men,individual,6,CZOCZEK Ludwig,GER
wc2021,2021,0,men,individual,7,CHIGOGIDZE Salome,GEO
wc2021,2021,0,men,individual,8,BABENKO Sviatoslav,RUS
wc2021,2021,0,men,individual,9,DAVIDSON Lisa,GBR
wc2021,2021,1,women,individual,1,BOHUNICKA Lenka,SVK
wc2021,2021,1,women,individual,2,DE Francoise RAPPARD,BEL
wc2021,2021,1,women,individual,3,GRAHAM Peggy,USA
wc2021,2021,1,women,individual,4,Elisabeth LOUESDON,FRA
wc2021,2021,1,women,individual,5,Massimo ORLANDINI,ITA
wc2021,2021,1,women,individual,6,HORKLOVA Marketa,CZE
wc2021,2021,1,women,individual,7,HENRIKSSON Katarina,SWE
wc2021,2021,1,women,individual,8,Elena FOMINA,RUS
wc2021,2021,1,women,individual,9,POSNO Tineke,NED
wc2021,2021,0,women,individual,1,CHEN Dan,HKG
wc2021,2021,0,women,individual,2,HORKLOVA Marketa,CZE
wc2021,2021,0,women,individual,3,HENRIKSSON Katarina,SWE
wc2021,2021,0,women,individual,4,Elena FOMINA,RUS
wc2021,2021,0,women,individual,5,KRUSEC Matjaz,SLO
wc2021,2021,0,women,individual,6,BOHUNICKA Lenka,SVK
wc2021,2021,0,women,individual,7,Helle LYNGBERG,DEN
wc2021,2021,0,women,individual,8,GRAHAM Peggy,USA
wc2021,2021,0,women,individual,9,POSNO Tineke,NED
wc2021,2021,1,pairs,individual,1,SMIDOVA Stanislava,CZE
wc2021,2021,1,pairs,individual,2,KOZHEMYAKINA Olga,RUS
wc2021,2021,1,pairs,individual,3,Anthony LEROY,FRA
wc2021,2021,1,pairs,individual,4,Marta OLOZAGARRE,ESP
wc2021,2021,1,pairs,individual,5,ARIKAN Almila SARBANOGLU,GBR
wc2021,2021,1,pairs,individual,6,ENZMANN Wendy,USA
wc2021,2021,1,pairs,individual,7,KIMMINUS Kerstin,GER
wc2021,2021,1,pairs,individual,8,Andrea DERBY,CAN
wc2021,2021,1,pairs,individual,9,WANG Yu,CHN
wc2021,2021,0,pairs,individual,1,KOZHEMYAKINA Olga,RUS
wc2021,2021,0,pairs,individual,2,WANG Yu,CHN
wc2021,2021,0,pairs,individual,3,BRAMBATI Claudia,ITA
wc2021,2021,0,pairs,individual,4,Katharina RAUCH,AUT
wc2021,2021,0,pairs,individual,5,ABELE Agita,LAT
wc2021,2021,0,pairs,individual,6,ARIKAN Almila SARBANOGLU,GBR
wc2021,2021,0,pairs,individual,7,KIMMINUS Kerstin,GER
wc2021,2021,0,pairs,individual,8,CEROVAC Josip,CRO
wc2021,2021,0,pairs,individual,9,ENZMANN Wendy,USA
ec2022,2122,1,men,individual,1,POPOVA Vessela,BUL
ec2022,2122,1,men,individual,2,ANILDI Ebru,TUR
ec2022,2122,1,men,individual,3,Jitka MOKRA,CZE
ec2022,2122,1,men,individual,4,CHAPMAN Mary,GBR
ec2022,2122,1,men,individual,5,KLIUSHNIKOV Yury,AZE
ec2022,2122,1,men,individual,6,SHARKINA Tatiana,RUS
ec2022,2122,1,men,individual,7,Ekaterina SEROVA,BLR
ec2022,2122,1,men,individual,8,Elisabeth LOUESDON,FRA
ec2022,2122,1,men,individual,9,Edith SCHILLER,AUT
ec2022,2122,0,men,individual,1,GERWEN-MAAS Nicole VAN,NED
ec2022,2122,0,men,individual,2,Jitka MOKRA,CZE
ec2022,2122,0,men,individual,3,Edith SCHILLER,AUT
ec2022,2122,0,men,individual,4,Ekaterina SEROVA,BLR
ec2022,2122,0,men,individual,5,KLIUSHNIKOV Yury,AZE
ec2022,2122,0,men,individual,6,Elisabeth LOUESDON,FRA
