competition,isu_year,is_short_program,category,event_type,judge_number,judge_name,judge_nationality
ec2023,2223,1,men,individual,9,ANILDI Ebru,TUR
ec2023,2223,0,men,individual,1,STAHL Ursula,AUT
ec2023,2223,0,men,individual,2,LOCATELLI Raffaella,ITA
ec2023,2223,0,men,individual,3,Attila SOOS,HUN
ec2023,2223,0,men,individual,4,Aniela HEBEL-SZMAK,POL
ec2023,2223,0,men,individual,5,DAVIDSON Lisa,GBR
ec2023,2223,0,men,individual,6,KANKAANRANTA Marjo,FIN
ec2023,2223,0,men,individual,7,ABELE Agita,LAT
ec2023,2223,0,men,individual,8,KULIK Zanna,EST
ec2023,2223,0,men,individual,9,Tatiana YORDANOVA,BUL
ec2023,2223,1,women,individual,1,BELLMANN Kersten,GER
ec2023,2223,1,women,individual,2,POPOVA Vessela,BUL
ec2023,2223,1,women,individual,3,Claire SHEPHERD,GBR
ec2023,2223,1,women,individual,4,DE Francoise RAPPARD,BEL
ec2023,2223,1,women,individual,5,Anna KANTOR,ISR
ec2023,2223,1,women,individual,6,STEINDL Tobias,AUT
ec2023,2223,1,women,individual,7,AHISKAL Senem,TUR
ec2023,2223,1,women,individual,8,VIKARNE-HOMOLYA Zsuzsanna,HUN
ec2023,2223,1,women,individual,9,Hermi OTTEMANN,NED
ec2023,2223,0,women,individual,1,Kari-Anne OLSEN,NOR
ec2023,2223,0,women,individual,2,Kadi ZVIRIK,EST
ec2023,2223,0,women,individual,3,CHIGOGIDZE Salome,GEO
ec2023,2223,0,women,individual,4,POPOVA Vessela,BUL
ec2023,2223,0,women,individual,5,STEINDL Tobias,AUT
ec2023,2223,0,women,individual,6,VIKARNE-HOMOLYA Zsuzsanna,HUN
ec2023,2223,0,women,individual,7,Claire SHEPHERD,GBR
ec2023,2223,0,women,individual,8,Anna KANTOR,ISR
ec2023,2223,0,women,individual,9,Alice WALDER,SUI
ec2023,2223,1,pairs,individual,1,DUBRAVCIC SIMUNJAK Sanda,CRO
ec2023,2223,1,pairs,individual,2,KRUGLOVA Natalia,UKR
ec2023,2223,1,pairs,individual,3,DAVIDSSON Laila,SWE
ec2023,2223,1,pairs,individual,4,balczo katalin,HUN
ec2023,2223,1,pairs,individual,5,BRAMBATI Claudia,ITA
ec2023,2223,1,pairs,individual,6,TAUCHMANOVA Vera,CZE
ec2023,2223,1,pairs,individual,7,KIMMINUS Kerstin,GER
ec2023,2223,1,pairs,individual,8,ALHONEN Pia,FIN
ec2023,2223,1,pairs,individual,9,POSNO Tineke,NED
ec2023,2223,0,pairs,individual,1,Margaret Worsfold,GBR
ec2023,2223,0,pairs,individual,2,BRAMBATI Claudia,ITA
ec2023,2223,0,pairs,individual,3,DUBRAVCIC SIMUNJAK Sanda,CRO
ec2023,2223,0,pairs,individual,4,ALHONEN Pia,FIN
ec2023,2223,0,pairs,individual,5,POSNO Tineke,NED
ec2023,2223,0,pairs,individual,6,TAUCHMANOVA Vera,CZE
ec2023,2223,0,pairs,individual,7,DELFA Daniel,ESP
ec2023,2223,0,pairs,individual,8,KIMMINUS Kerstin,GER
ec2023,2223,0,pairs,individual,9,Lone VILLEFRANCE,DEN
fc2023,2223,1,men,individual,1,AHN Na Young,KOR
fc2023,2223,1,men,individual,2,Jia YAO,CHN
fc2023,2223,1,men,individual,3,NUMANOVA Saodat,UZB
fc2023,2223,1,men,individual,4,CURRIE Deborah,USA
fc2023,2223,1,men,individual,5,KUBOTA Masako,JPN
fc2023,2223,1,men,individual,6,DEY Lynne,CAN
fc2023,2223,1,men,individual,7,martinez sasha,MEX
fc2023,2223,1,men,individual,8,Elizabeth RYAN,AUS
fc2023,2223,1,men,individual,9,GARRARD Neil,RSA
fc2023,2223,0,men,individual,1,Elizabeth RYAN,AUS
fc2023,2223,0,men,individual,2,martinez sasha,MEX
fc2023,2223,0,men,individual,3,Jia YAO,CHN
fc2023,2223,0,men,individual,4,AHN Na Young,KOR
fc2023,2223,0,men,individual,5,CURRIE Deborah,USA
fc2023,2223,0,men,individual,6,DEY Lynne,CAN
fc2023,2223,0,men,individual,7,GARRARD Neil,RSA
fc2023,2223,0,men,individual,8,KUBOTA Masako,JPN
fc2023,2223,0,men,individual,9,Tatiana YORDANOVA,BUL
fc2023,2223,1,women,individual,1,Ko-Man TING,TWN
fc2023,2223,1,women,individual,2,LEBLANC-RICHARD Nicole,CAN
fc2023,2223,1,women,individual,3,an so young,KOR
fc2023,2223,1,women,individual,4,PETRICEVIC Susan,NZL
fc2023,2223,1,women,individual,5,JOHNSON Laurie,USA
fc2023,2223,1,women,individual,6,ARIKAN Almila SARBANOGLU,GBR
fc2023,2223,1,women,individual,7,ALEXANDRE Elizabeth,AUS
fc2023,2223,1,women,individual,8,HORIUCHI Ritsuko,JPN
fc2023,2223,1,women,individual,9,Ariadna MORONES NEGRETE,MEX
fc2023,2223,0,women,individual,1,HORIUCHI Ritsuko,JPN
fc2023,2223,0,women,individual,2,Ko-Man TING,TWN
fc2023,2223,0,women,individual,3,JOHNSON Laurie,USA
fc2023,2223,0,women,individual,4,ARIKAN Almila SARBANOGLU,GBR
fc2023,2223,0,women,individual,5,ALEXANDRE Elizabeth,AUS
fc2023,2223,0,women,individual,6,an so young,KOR
fc2023,2223,0,women,individual,7,PETRICEVIC Susan,NZL
fc2023,2223,0,women,individual,8,Ariadna MORONES NEGRETE,MEX
fc2023,2223,0,women,individual,9,LEBLANC-RICHARD Nicole,CAN
fc2023,2223,1,pairs,individual,1,EHRHARDT Karin,AUT
fc2023,2223,1,pairs,individual,2,Ayumi ONO,JPN
fc2023,2223,1,pairs,individual,3,Andrea DERBY,CAN
fc2023,2223,1,pairs,individual,4,MATHEWSON Stefanie,USA
fc2023,2223,1,pairs,individual,5,Allan BOEHM,SVK
fc2023,2223,1,pairs,individual,6,Natasa SKOK,SLO
fc2023,2223,1,pairs,individual,7,Agnieszka SWIDERSKA,POL
fc2023,2223,1,pairs,individual,8,SHI Wei,CHN
fc2023,2223,1,pairs,individual,9,Catherine L. TAYLOR,AUS
fc2023,2223,0,pairs,individual,1,SHI Wei,CHN
fc2023,2223,0,pairs,individual,2,BAKKER Ernestien,NED
fc2023,2223,0,pairs,individual,3,Natasa SKOK,SLO
fc2023,2223,0,pairs,individual,4,Andrea DERBY,CAN
fc2023,2223,0,pairs,individual,5,Ayumi ONO,JPN
fc2023,2223,0,pairs,individual,6,Allan BOEHM,SVK
fc2023,2223,0,pairs,individual,7,MATHEWSON Stefanie,USA
fc2023,2223,0,pairs,individual,8,Catherine L. TAYLOR,AUS
fc2023,2223,0,pairs,individual,9,EHRHARDT Karin,AUT
gpcan2022,2223,1,men,individual,1,AZUMA Etsuko,JPN
gpcan2022,2223,1,men,individual,2,EHALT Saara,FIN
gpcan2022,2223,1,men,individual,3,SHI Wei,CHN
gpcan2022,2223,1,men,individual,4,Bettina MEIER,SUI
gpcan2022,2223,1,men,individual,5,Massimo ORLANDINI,ITA
gpcan2022,2223,1,men,individual,6,Kevin ROSENSTEIN,USA
gpcan2022,2223,1,men,individual,7,MISUREC Miroslav,CZE
gpcan2022,2223,1,men,individual,8,KULIK Zanna,EST
gpcan2022,2223,1,men,individual,9,Lorna SCHRODER,CAN
gpcan2022,2223,0,men,individual,1,AZUMA Etsuko,JPN
gpcan2022,2223,0,men,individual,2,EHALT Saara,FIN
gpcan2022,2223,0,men,individual,3,SHI Wei,CHN
gpcan2022,2223,0,men,individual,4,Bettina MEIER,SUI
gpcan2022,2223,0,men,individual,5,Massimo ORLANDINI,ITA
gpcan2022,2223,0,men,individual,6,Kevin ROSENSTEIN,USA
gpcan2022,2223,0,men,individual,7,MISUREC Miroslav,CZE
gpcan2022,2223,0,men,individual,8,KULIK Zanna,EST
gpcan2022,2223,0,men,individual,9,Lorna SCHRODER,CAN
gpcan2022,2223,1,women,individual,1,kyung sakong won,KOR
gpcan2022,2223,1,women,individual,2,Kevin ROSENSTEIN,USA
gpcan2022,2223,1,women,individual,3,SHI Wei,CHN
gpcan2022,2223,1,women,individual,4,KULIK Zanna,EST
gpcan2022,2223,1,women,individual,5,CZOCZEK Ludwig,GER
gpcan2022,2223,1,women,individual,6,Akiko KOBAYASHI,JPN
gpcan2022,2223,1,women,individual,7,GOSSELIN Veronique,CAN
gpcan2022,2223,1,women,individual,8,EHALT Saara,FIN
gpcan2022,2223,1,women,individual,9,BAUDYS Frantisek,CZE
gpcan2022,2223,0,women,individual,1,kyung sakong won,KOR
gpcan2022,2223,0,women,individual,2,Kevin ROSENSTEIN,USA
gpcan2022,2223,0,women,individual,3,SHI Wei,CHN
gpcan2022,2223,0,women,individual,4,KULIK Zanna,EST
gpcan2022,2223,0,women,individual,5,CZOCZEK Ludwig,GER
gpcan2022,2223,0,women,individual,6,Akiko KOBAYASHI,JPN
gpcan2022,2223,0,women,individual,7,GOSSELIN Veronique,CAN
gpcan2022,2223,0,women,individual,8,EHALT Saara,FIN
gpcan2022,2223,0,women,individual,9,BAUDYS Frantisek,CZE
gpcan2022,2223,1,pairs,individual,1,Andrea DERBY,CAN
gpcan2022,2223,1,pairs,individual,2,Massimo ORLANDINI,ITA
gpcan2022,2223,1,pairs,individual,3,kyung sakong won,KOR
gpcan2022,2223,1,pairs,individual,4,CZOCZEK Ludwig,GER
gpcan2022,2223,1,pairs,individual,5,Mark STORTON,AUS
gpcan2022,2223,1,pairs,individual,6,BAUDYS Frantisek,CZE
gpcan2022,2223,1,pairs,individual,7,Kevin ROSENSTEIN,USA
gpcan2022,2223,1,pairs,individual,8,Bettina MEIER,SUI
gpcan2022,2223,1,pairs,individual,9,AZUMA Etsuko,JPN
gpcan2022,2223,0,pairs,individual,1,Andrea DERBY,CAN
gpcan2022,2223,0,pairs,individual,2,Massimo ORLANDINI,ITA
gpcan2022,2223,0,pairs,individual,3,kyung sakong won,KOR
gpcan2022,2223,0,pairs,individual,4,CZOCZEK Ludwig,GER
gpcan2022,2223,0,pairs,individual,5,Mark STORTON,AUS
gpcan2022,2223,0,pairs,individual,6,BAUDYS Frantisek,CZE
gpcan2022,2223,0,pairs,individual,7,Kevin ROSENSTEIN,USA
gpcan2022,2223,0,pairs,individual,8,Bettina MEIER,SUI
gpcan2022,2223,0,pairs,individual,9,AZUMA Etsuko,JPN
gpusa2022,2223,1,men,individual,1,Lorrie PARKER,USA
gpusa2022,2223,1,men,individual,2,KULIK Zanna,EST
gpusa2022,2223,1,men,individual,3,Ariadna MORONES NEGRETE,MEX
gpusa2022,2223,1,men,individual,4,Chihee RHEE,KOR
gpusa2022,2223,1,men,individual,5,Massimo ORLANDINI,ITA
gpusa2022,2223,1,men,individual,6,Andrew BOSCO,CAN
gpusa2022,2223,1,men,individual,7,POSNO Tineke,NED
gpusa2022,2223,1,men,individual,8,KUBOTA Masako,JPN
gpusa2022,2223,1,men,individual,9,MORITZ Patricia,AUS
gpusa2022,2223,0,men,individual,1,Lorrie PARKER,USA
gpusa2022,2223,0,men,individual,2,KULIK Zanna,EST
gpusa2022,2223,0,men,individual,3,Ariadna MORONES NEGRETE,MEX
gpusa2022,2223,0,men,individual,4,Chihee RHEE,KOR
gpusa2022,2223,0,men,individual,5,Massimo ORLANDINI,ITA
gpusa2022,2223,0,men,individual,6,Andrew BOSCO,CAN
gpusa2022,2223,0,men,individual,7,POSNO Tineke,NED
gpusa2022,2223,0,men,individual,8,KUBOTA Masako,JPN
gpusa2022,2223,0,men,individual,9,MORITZ Patricia,AUS
gpusa2022,2223,1,women,individual,1,sj&#214;quist susanne,SWE
gpusa2022,2223,1,women,individual,2,Ariadna MORONES NEGRETE,MEX
gpusa2022,2223,1,women,individual,3,KRAUZIENE Laimute,LTU
gpusa2022,2223,1,women,individual,4,Malgorzata SOBKOW,POL
gpusa2022,2223,1,women,individual,5,Kristina LUNDGREN,USA
gpusa2022,2223,1,women,individual,6,Chihee RHEE,KOR
gpusa2022,2223,1,women,individual,7,Jacqueline WICKETT-WARREN,CAN
gpusa2022,2223,1,women,individual,8,KUBOTA Masako,JPN
gpusa2022,2223,1,women,individual,9,BAYER Tobias,GER
gpusa2022,2223,0,women,individual,1,sj&#214;quist susanne,SWE
gpusa2022,2223,0,women,individual,2,Ariadna MORONES NEGRETE,MEX
gpusa2022,2223,0,women,individual,3,KRAUZIENE Laimute,LTU
gpusa2022,2223,0,women,individual,4,Malgorzata SOBKOW,POL
gpusa2022,2223,0,women,individual,5,Kristina LUNDGREN,USA
gpusa2022,2223,0,women,individual,6,Chihee RHEE,KOR
gpusa2022,2223,0,women,individual,7,Jacqueline WICKETT-WARREN,CAN
gpusa2022,2223,0,women,individual,8,KUBOTA Masako,JPN
gpusa2022,2223,0,women,individual,9,BAYER Tobias,GER
gpusa2022,2223,1,pairs,individual,1,HSU Steven,USA
gpusa2022,2223,1,pairs,individual,2,BAYER Tobias,GER
gpusa2022,2223,1,pairs,individual,3,Ariadna MORONES NEGRETE,MEX
gpusa2022,2223,1,pairs,individual,4,Massimo ORLANDINI,ITA
gpusa2022,2223,1,pairs,individual,5,Andrew BOSCO,CAN
gpusa2022,2223,1,pairs,individual,6,POSNO Tineke,NED
gpusa2022,2223,1,pairs,individual,7,sj&#214;quist susanne,SWE
gpusa2022,2223,1,pairs,individual,8,KRAUZIENE Laimute,LTU
gpusa2022,2223,1,pairs,individual,9,KULIK Zanna,EST
gpusa2022,2223,0,pairs,individual,1,HSU Steven,USA
gpusa2022,2223,0,pairs,individual,2,BAYER Tobias,GER
gpusa2022,2223,0,pairs,individual,3,Ariadna MORONES NEGRETE,MEX
gpusa2022,2223,0,pairs,individual,4,Massimo ORLANDINI,ITA
gpusa2022,2223,0,pairs,individual,5,Andrew BOSCO,CAN
gpusa2022,2223,0,pairs,individual,6,POSNO Tineke,NED
gpusa2022,2223,0,pairs,individual,7,sj&#214;quist susanne,SWE
gpusa2022,2223,0,pairs,individual,8,KRAUZIENE Laimute,LTU
gpusa2022,2223,0,pairs,individual,9,KULIK Zanna,EST
gpfra2022,2223,1,men,individual,1,KRUGLOVA Natalia,UKR
gpfra2022,2223,1,men,individual,2,Jung LEE Sue,KOR
gpfra2022,2223,1,men,individual,3,DE Francoise RAPPARD,BEL
gpfra2022,2223,1,men,individual,4,guskov yuriy,KAZ
gpfra2022,2223,1,men,individual,5,Kadi ZVIRIK,EST
gpfra2022,2223,1,men,individual,6,Nobuhiko YOSHIOKA,JPN
gpfra2022,2223,1,men,individual,7,Beth CRANE,CAN
gpfra2022,2223,1,men,individual,8,CUCUPHAT Helene,FRA
gpfra2022,2223,1,men,individual,9,HORKLOVA Marketa,CZE
gpfra2022,2223,0,men,individual,1,KRUGLOVA Natalia,UKR
gpfra2022,2223,0,men,individual,2,Jung LEE Sue,KOR
gpfra2022,2223,0,men,individual,3,DE Francoise RAPPARD,BEL
gpfra2022,2223,0,men,individual,4,guskov yuriy,KAZ
gpfra2022,2223,0,men,individual,5,Kadi ZVIRIK,EST
gpfra2022,2223,0,men,individual,6,Nobuhiko YOSHIOKA,JPN
gpfra2022,2223,0,men,individual,7,Beth CRANE,CAN
gpfra2022,2223,0,men,individual,8,CUCUPHAT Helene,FRA
gpfra2022,2223,0,men,individual,9,HORKLOVA Marketa,CZE
gpfra2022,2223,1,women,individual,1,VERRUE Veronique,FRA
gpfra2022,2223,1,women,individual,2,BELLMANN Kersten,GER
gpfra2022,2223,1,women,individual,3,BOL Greonne,NED
gpfra2022,2223,1,women,individual,4,Jung LEE Sue,KOR
gpfra2022,2223,1,women,individual,5,Nobuhiko YOSHIOKA,JPN
gpfra2022,2223,1,women,individual,6,DE Francoise RAPPARD,BEL
gpfra2022,2223,1,women,individual,7,CONACHER Ron,CAN
gpfra2022,2223,1,women,individual,8,Doug WILLIAMS,USA
gpfra2022,2223,1,women,individual,9,BIEGLER Thomas,AUT
gpfra2022,2223,0,women,individual,1,VERRUE Veronique,FRA
gpfra2022,2223,0,women,individual,2,BELLMANN Kersten,GER
gpfra2022,2223,0,women,individual,3,BOL Greonne,NED
gpfra2022,2223,0,women,individual,4,Jung LEE Sue,KOR
gpfra2022,2223,0,women,individual,5,Nobuhiko YOSHIOKA,JPN
gpfra2022,2223,0,women,individual,6,DE Francoise RAPPARD,BEL
gpfra2022,2223,0,women,individual,7,CONACHER Ron,CAN
gpfra2022,2223,0,women,individual,8,Doug WILLIAMS,USA
gpfra2022,2223,0,women,individual,9,BIEGLER Thomas,AUT
gpfra2022,2223,1,pairs,individual,1,Doug WILLIAMS,USA
gpfra2022,2223,1,pairs,individual,2,KRUGLOVA Natalia,UKR
gpfra2022,2223,1,pairs,individual,3,Beth CRANE,CAN
gpfra2022,2223,1,pairs,individual,4,BELLMANN Kersten,GER
gpfra2022,2223,1,pairs,individual,5,Kadi ZVIRIK,EST
gpfra2022,2223,1,pairs,individual,6,BOL Greonne,NED
gpfra2022,2223,1,pairs,individual,7,Florence VUYLSTEKER,FRA
gpfra2022,2223,1,pairs,individual,8,BIEGLER Thomas,AUT
gpfra2022,2223,1,pairs,individual,9,LEVSHUNOVA Yulia,GEO
gpfra2022,2223,0,pairs,individual,1,Doug WILLIAMS,USA
gpfra2022,2223,0,pairs,individual,2,KRUGLOVA Natalia,UKR
gpfra2022,2223,0,pairs,individual,3,Beth CRANE,CAN
gpfra2022,2223,0,pairs,individual,4,BELLMANN Kersten,GER
gpfra2022,2223,0,pairs,individual,5,Kadi ZVIRIK,EST
gpfra2022,2223,0,pairs,individual,6,BOL Greonne,NED
gpfra2022,2223,0,pairs,individual,7,Florence VUYLSTEKER,FRA
gpfra2022,2223,0,pairs,individual,8,BIEGLER Thomas,AUT
gpfra2022,2223,0,pairs,individual,9,LEVSHUNOVA Yulia,GEO
ec2024,2324,1,men,individual,1,Angelika ULLM,GER
ec2024,2324,1,men,individual,2,Anna KANTOR,ISR
ec2024,2324,1,men,individual,3,Agnieszka SWIDERSKA,POL
ec2024,2324,1,men,individual,4,Alice WALDER,SUI
ec2024,2324,1,men,individual,5,Anu NIINIRANTA,FIN
ec2024,2324,1,men,individual,6,ABELE Agita,LAT
ec2024,2324,1,men,individual,7,KULIK Zanna,EST
ec2024,2324,1,men,individual,8,HILKO Margery,IRL
ec2024,2324,1,men,individual,9,KRUGLOVA Natalia,UKR
ec2024,2324,0,men,individual,1,CUCUPHAT Helene,FRA
ec2024,2324,0,men,individual,2,Andrea SIMANCIKOVA,SVK
ec2024,2324,0,men,individual,3,ABELE Agita,LAT
ec2024,2324,0,men,individual,4,Anna KANTOR,ISR
ec2024,2324,0,men,individual,5,HENRIKSSON Katarina,SWE
ec2024,2324,0,men,individual,6,KULIK Zanna,EST
ec2024,2324,0,men,individual,7,HILKO Margery,IRL
ec2024,2324,0,men,individual,8,Alice WALDER,SUI
ec2024,2324,0,men,individual,9,AHISKAL Senem,TUR
ec2024,2324,1,women,individual,1,Anastasia PAPAGIANNOPOULOU,GRE
ec2024,2324,1,women,individual,2,FIALKOVA Hedviga,SVK
ec2024,2324,1,women,individual,3,CHAPMAN Mary,GBR
ec2024,2324,1,women,individual,4,Aniela HEBEL-SZMAK,POL
ec2024,2324,1,women,individual,5,CHIGOGIDZE Salome,GEO
ec2024,2324,1,women,individual,6,Edith SCHILLER,AUT
ec2024,2324,1,women,individual,7,DELIC Slobodan,SRB
ec2024,2324,1,women,individual,8,DE Francoise RAPPARD,BEL
ec2024,2324,1,women,individual,9,BOHLING Pernilla,FIN
ec2024,2324,0,women,individual,1,Aniela HEBEL-SZMAK,POL
ec2024,2324,0,women,individual,2,CHIGOGIDZE Salome,GEO
ec2024,2324,0,women,individual,3,DELIC Slobodan,SRB
ec2024,2324,0,women,individual,4,Edith SCHILLER,AUT
ec2024,2324,0,women,individual,5,DE Francoise RAPPARD,BEL
ec2024,2324,0,women,individual,6,CHAPMAN Mary,GBR
ec2024,2324,0,women,individual,7,Anastasia PAPAGIANNOPOULOU,GRE
ec2024,2324,0,women,individual,8,FIALKOVA Hedviga,SVK
ec2024,2324,0,women,individual,9,BOHLING Pernilla,FIN
ec2024,2324,1,pairs,individual,1,FEDCHENKO Igor,UKR
ec2024,2324,1,pairs,individual,2,Eva SZILAGYI,HUN
ec2024,2324,1,pairs,individual,3,Marta OLOZAGARRE,ESP
ec2024,2324,1,pairs,individual,4,TOIGO Walter,ITA
ec2024,2324,1,pairs,individual,5,BOL Greonne,NED
ec2024,2324,1,pairs,individual,6,CEROVAC Josip,CRO
ec2024,2324,1,pairs,individual,7,BINDER Elisabeth,AUT
ec2024,2324,1,pairs,individual,8,VERRUE Veronique,FRA
ec2024,2324,1,pairs,individual,9,BLANC Christine,SUI
ec2024,2324,0,pairs,individual,1,DAVIDSSON Laila,SWE
ec2024,2324,0,pairs,individual,2,Eva SZILAGYI,HUN
ec2024,2324,0,pairs,individual,3,Elizabeth LITTLER M.B.E.,GBR
ec2024,2324,0,pairs,individual,4,Marta OLOZAGARRE,ESP
ec2024,2324,0,pairs,individual,5,BLANC Christine,SUI
ec2024,2324,0,pairs,individual,6,BINDER Elisabeth,AUT
ec2024,2324,0,pairs,individual,7,SMIDOVA Stanislava,CZE
ec2024,2324,0,pairs,individual,8,BOL Greonne,NED
ec2024,2324,0,pairs,individual,9,Anja RIST,GER
wc2024,2324,1,men,individual,1,CUCUPHAT Helene,FRA
wc2024,2324,1,men,individual,2,Bernhard JUST,AUT
wc2024,2324,1,men,individual,3,Anna KANTOR,ISR
wc2024,2324,1,men,individual,4,BLANC Christine,SUI
wc2024,2324,1,men,individual,5,ANILDI Ebru,TUR
wc2024,2324,1,men,individual,6,KRUGLOVA Natalia,UKR
wc2024,2324,1,men,individual,7,DELFA Daniel,ESP
wc2024,2324,1,men,individual,8,Tatiana YORDANOVA,BUL
wc2024,2324,1,men,individual,9,Asa NORDBACK,SWE
wc2024,2324,0,men,individual,1,CUCUPHAT Helene,FRA
wc2024,2324,0,men,individual,2,Kodrin Lovorka,CRO
wc2024,2324,0,men,individual,3,KLIUSHNIKOV Yury,AZE
wc2024,2324,0,men,individual,4,KEEN Leslie,CAN
wc2024,2324,0,men,individual,5,Asa NORDBACK,SWE
wc2024,2324,0,men,individual,6,Bernhard JUST,AUT
wc2024,2324,0,men,individual,7,Anna KANTOR,ISR
wc2024,2324,0,men,individual,8,an so young,KOR
wc2024,2324,0,men,individual,9,DELFA Daniel,ESP
wc2024,2324,1,women,individual,1,Andrea SIMANCIKOVA,SVK
wc2024,2324,1,women,individual,2,POPOVA Vessela,BUL
wc2024,2324,1,women,individual,3,MORANDI Tiziana,ITA
wc2024,2324,1,women,individual,4,VIKARNE-HOMOLYA Zsuzsanna,HUN
wc2024,2324,1,women,individual,5,Anna SIEROCKA,POL
wc2024,2324,1,women,individual,6,jensen lise rosto,NOR
wc2024,2324,1,women,individual,7,ABELE Agita,LAT
wc2024,2324,1,women,individual,8,Ayumi ONO,JPN
wc2024,2324,1,women,individual,9,Beth CRANE,CAN
wc2024,2324,0,women,individual,1,BESCHEA Marina,ROU
wc2024,2324,0,women,individual,2,MORANDI Tiziana,ITA
wc2024,2324,0,women,individual,3,LESKINEN Pekka,FIN
wc2024,2324,0,women,individual,4,Anna SIEROCKA,POL
wc2024,2324,0,women,individual,5,CURRIE Deborah,USA
wc2024,2324,0,women,individual,6,Jung LEE Sue,KOR
wc2024,2324,0,women,individual,7,Beth CRANE,CAN
wc2024,2324,0,women,individual,8,ABELE Agita,LAT
wc2024,2324,0,women,individual,9,VIKARNE-HOMOLYA Zsuzsanna,HUN
wc2024,2324,1,pairs,individual,1,HORIUCHI Ritsuko,JPN
wc2024,2324,1,pairs,individual,2,CHIGOGIDZE Salome,GEO
wc2024,2324,1,pairs,individual,3,iryna medvedieva,UKR
wc2024,2324,1,pairs,individual,4,VERRUE Veronique,FRA
wc2024,2324,1,pairs,individual,5,WANG Yu,CHN
wc2024,2324,1,pairs,individual,6,TAUCHMANOVA Vera,CZE
wc2024,2324,1,pairs,individual,7,KIMMINUS Kerstin,GER
wc2024,2324,1,pairs,individual,8,Attila SOOS,HUN
wc2024,2324,1,pairs,individual,9,Gloria MORANDI,ITA
wc2024,2324,0,pairs,individual,1,Gloria MORANDI,ITA
wc2024,2324,0,pairs,individual,2,BAKKER Ernestien,NED
wc2024,2324,0,pairs,individual,3,CHIGOGIDZE Salome,GEO
wc2024,2324,0,pairs,individual,4,Anne CAMMETT,USA
wc2024,2324,0,pairs,individual,5,Deborah ISLAM,CAN
wc2024,2324,0,pairs,individual,6,Attila SOOS,HUN
wc2024,2324,0,pairs,individual,7,KIMMINUS Kerstin,GER
wc2024,2324,0,pairs,individual,8,Deborah NOYES,AUS
wc2024,2324,0,pairs,individual,9,HORIUCHI Ritsuko,JPN
fc2024,2324,1,men,individual,1,HOWARD Karen,CAN
fc2024,2324,1,men,individual,2,Ariadna MORONES NEGRETE,MEX
fc2024,2324,1,men,individual,3,GRAHAM Peggy,USA
fc2024,2324,1,men,individual,4,BRAMBATI Claudia,ITA
fc2024,2324,1,men,individual,5,Ayumi ONO,JPN
fc2024,2324,1,men,individual,6,CHOW Edward Ka-Yin,HKG
fc2024,2324,1,men,individual,7,Dan FANG,CHN
fc2024,2324,1,men,individual,8,DU Evelyn Katherine PREEZ,AUS
fc2024,2324,1,men,individual,9,HILKO Margery,IRL
fc2024,2324,0,men,individual,1,Ariadna MORONES NEGRETE,MEX
fc2024,2324,0,men,individual,2,BRAMBATI Claudia,ITA
fc2024,2324,0,men,individual,3,HOWARD Karen,CAN
fc2024,2324,0,men,individual,4,DU Evelyn Katherine PREEZ,AUS
fc2024,2324,0,men,individual,5,POSNO Tineke,NED
fc2024,2324,0,men,individual,6,CHOW Edward Ka-Yin,HKG
fc2024,2324,0,men,individual,7,Ayumi ONO,JPN
fc2024,2324,0,men,individual,8,Dan FANG,CHN
fc2024,2324,0,men,individual,9,GRAHAM Peggy,USA
fc2024,2324,1,women,individual,1,Nobuhiko YOSHIOKA,JPN
fc2024,2324,1,women,individual,2,martinez sasha,MEX
fc2024,2324,1,women,individual,3,Andrew BOSCO,CAN
fc2024,2324,1,women,individual,4,CHEN Dan,HKG
fc2024,2324,1,women,individual,5,NUMANOVA Saodat,UZB
fc2024,2324,1,women,individual,6,Jung LEE Sue,KOR
fc2024,2324,1,women,individual,7,Anne Kylie YACOPETTI,AUS
fc2024,2324,1,women,individual,8,MATHEWSON Stefanie,USA
fc2024,2324,1,women,individual,9,WANG Yumin,CHN
fc2024,2324,0,women,individual,1,Andrew BOSCO,CAN
fc2024,2324,0,women,individual,2,Anne Kylie YACOPETTI,AUS
fc2024,2324,0,women,individual,3,NUMANOVA Saodat,UZB
fc2024,2324,0,women,individual,4,CHEN Dan,HKG
fc2024,2324,0,women,individual,5,WANG Yumin,CHN
fc2024,2324,0,women,individual,6,martinez sasha,MEX
fc2024,2324,0,women,individual,7,MATHEWSON Stefanie,USA
fc2024,2324,0,women,individual,8,Jung LEE Sue,KOR
fc2024,2324,0,women,individual,9,Nobuhiko YOSHIOKA,JPN
fc2024,2324,1,pairs,individual,1,BATES Leah,AUS
fc2024,2324,1,pairs,individual,2,CHEN Weiguang,CHN
fc2024,2324,1,pairs,individual,3,BAYER Tobias,GER
fc2024,2324,1,pairs,individual,4,OGAWA Yuko,JPN
fc2024,2324,1,pairs,individual,5,DUBRAVCIC SIMUNJAK Sanda,CRO
fc2024,2324,1,pairs,individual,6,Allan BOEHM,SVK
fc2024,2324,1,pairs,individual,7,FORTIN Glenn,CAN
fc2024,2324,1,pairs,individual,8,ABELE Agita,LAT
fc2024,2324,1,pairs,individual,9,Lorrie PARKER,USA
fc2024,2324,0,pairs,individual,1,DUBRAVCIC SIMUNJAK Sanda,CRO
fc2024,2324,0,pairs,individual,2,Allan BOEHM,SVK
fc2024,2324,0,pairs,individual,3,CHEN Weiguang,CHN
