"Country","Name","iso3c"
"Greece","Anastasia PAPAGIANNOPOULOU","GRE"
"Hong Kong","Dan CHEN","HKG"
"Hong Kong","Edward Ka-Yin CHOW","HKG"
"Hong Kong","Hiu Lok CHOW","HKG"
"Hong Kong","Kwun Yung Quincy FONG","HKG"
"Hong Kong","Phyllis Tze Ching LEE","HKG"
"Hong Kong","Derek Hay Wai LEUNG","HKG"
"Hong Kong","Karen LEUNG","HKG"
"Hong Kong","Xibei LI","HKG"
"Hong Kong","Siyu LIU","HKG"
"Hong Kong","Sijin MOU","HKG"
"Hong Kong","Teresa POON","HKG"
"Hong Kong","Hiu Tung Helen TO","HKG"
"Hong Kong","Helen To Hiu TUNG","HKG"
"Hong Kong","Melody Tan Tan YIP","HKG"
"Hong Kong","Tan Tan YIP","HKG"
"Hong Kong","Lijie YU","HKG"
"Hong Kong","Yiyi ZHANG","HKG"
"Hungary","Agnes KUSZTOS ANDIK","HUN"
"Hungary","Teréz BAGÓ","HUN"
"Hungary","Katalin BALCZÓNÉ","HUN"
"Hungary","Csaba BALINT","HUN"
"Hungary","Bíborka BÁRSONY","HUN"
"Hungary","Julianna BEKE","HUN"
"Hungary","Gabriella BENO","HUN"
"Hungary","Enikö BERKES","HUN"
"Hungary","Mate CSABA","HUN"
"Hungary","Tamara DOROFEJEV","HUN"
"Hungary","György ELEK","HUN"
"Hungary","Biborka FABOK","HUN"
"Hungary","Orsolya FARKAS","HUN"
"Hungary","Kristóf FORGÓ","HUN"
"Hungary","Eperke GABRIELI","HUN"
"Hungary","Júlia GÓR-SEBESTYÉN","HUN"
"Hungary","Balázs GRENCZER","HUN"
"Hungary","Zuszanna HOMOLYA","HUN"
"Hungary","Dária JAKAB","HUN"
"Hungary","Barna KÉRÉSZI","HUN"
"Hungary","Gábor KOLECSÁNSZKY","HUN"
"Hungary","Zsófia KULCSÁR","HUN"
"Hungary","Olivia LALÁTKA","HUN"
"Hungary","Gyöngyi BERKI LÉVAI","HUN"
"Hungary","Mark MAGYAR","HUN"
"Hungary","Agnes MORVAI-KÖVECSES","HUN"
"Hungary","Agnes HORVATH NAGY","HUN"
"Hungary","Szilvia NÉMETH","HUN"
"Hungary","Attila ÖMBÖLY","HUN"
"Hungary","Ákos PETHES","HUN"
"Hungary","Imi RAABE","HUN"
"Hungary","Attila SOÓS","HUN"
"Hungary","Noemi STIPKOVITS","HUN"
"Hungary","Istvan SUGAR","HUN"
"Hungary","Dorina SUPÁK","HUN"
"Hungary","Ivett SZARKA","HUN"
"Hungary","Bianka SZIJGYARTO","HUN"
"Hungary","Éva SZILÁGYI","HUN"
"Hungary","Gyula SZOMBATHELYI","HUN"
"Hungary","Zsofia TOKAJI-KULCSAR","HUN"
"Hungary","Szilárd TÓTH","HUN"
"Hungary","Zsófia TÓTH","HUN"
"Hungary","Eszter VÉSEI","HUN"
"Hungary","Zsuzsanna VIKÁRNÉ-HOMOLYA","HUN"
"Hungary","Zsofia WAGNER","HUN"
"Ireland","Odhran ALLEN","IRL"
"Ireland","Margery HILKO","IRL"
"Ireland","Clara PETERS","IRL"
"Ireland","Evelyn ROSSOUKHI-SCHNEIDER","IRL"
"Iceland","Sólveig ANDRÉSSDÓTTIR","ISL"
"Iceland","Ásdís Arna Fen BERGSVEINSDÓTTIR","ISL"
"Iceland","Eva Björg BJARNADÓTTIR","ISL"
"Iceland","Guðrún BRYNJÓLFSDÓTTIR","ISL"
"Iceland","Ásdís Rós CLARK","ISL"
"Iceland","Berglind Rós EINARSDÓTTIR","ISL"
"Iceland","Guðbjört ERLENDSDÓTTIR","ISL"
"Iceland","Sigríður María FORTESCUE","ISL"
"Iceland","Esther FRIÐRIKSDÓTTIR","ISL"
"Iceland","Sara Sesselja FRIÐRIKSDÓTTIR","ISL"
"Iceland","Helga Lára GÍSLADÓTTIR","ISL"
"Iceland","Sandra Sif GUNNARSDÓTTIR","ISL"
"Iceland","Guðbjörg GUTTORMSDÓTTIR","ISL"
"Iceland","Kristín Helga HAFÞÓRSDÓTTIR","ISL"
"Iceland","Íris Kara HEIÐARSDÓTTIR","ISL"
"Iceland","Nadia JAMCHI","ISL"
"Iceland","Elín Björk JÓNSDÓTTIR","ISL"
"Iceland","Svava Hróðný JÓNSDÓTTIR","ISL"
"Iceland","Vala Rún MAGNÚSDÓTTIR","ISL"
"Iceland","Sunna Björk MOGENSEN","ISL"
"Iceland","Benjamin NAGGIAR","ISL"
"Iceland","Valgerður Anna ÓLAFSDÓTTIR","ISL"
"Iceland","Kristín ÓMARSDÓTTIR","ISL"
"Iceland","Halla Björg SIGURÞÓRSDÓTTIR","ISL"
"Iceland","Linda VIÐARSDÓTTIR","ISL"
"Iceland","Ragnhildur Erla ÞORGEIRSDÓTTIR","ISL"
"Israel","Katalin ALPERN","ISR"
"Israel","Alexei BELETSKI","ISR"
"Israel","Svetlana BUKAREVA","ISR"
"Israel","Edward ESTIS","ISR"
"Israel","Anna KANTOR","ISR"
"Israel","Alfred KORYTEK","ISR"
"Israel","Galit Chait MORACCI","ISR"
"Israel","Kfir NATAN","ISR"
"Israel","Julia SHEIKO","ISR"
"Israel","Maksim SHIPOV","ISR"
"Israel","Albert ZAYDMAN","ISR"
"International skating union","Kristy BALKWILL","ISU"
"International skating union","Anna DOUGLAS","ISU"
"International skating union","John FISHER","ISU"
"International skating union","Nana FUKATSU","ISU"
"International skating union","Iolanda GATON","ISU"
"International skating union","Marisa GRAVINO","ISU"
"International skating union","Cong HAN","ISU"
"International skating union","Clara HARDARSSON","ISU"
"International skating union","Mariko HAYASHI","ISU"
"International skating union","Katla Rún ÍSFELD","ISU"
"International skating union","Yang JIN","ISU"
"International skating union","Reiko KATOH","ISU"
"International skating union","Aidan KENNEDY","ISU"
"International skating union","Akiko KINOSHITA","ISU"
"International skating union","Takako KOSANO","ISU"
"International skating union","Olga LEVIEN","ISU"
"International skating union","Benjamin LONGMAN","ISU"
"International skating union","Paula MALLINSON","ISU"
"International skating union","Tania MARGARIDO","ISU"
"International skating union","Carolyn MCEWEN","ISU"
"International skating union","Natal'ya MITYUSHINA","ISU"
"International skating union","Risa MIYAKE","ISU"
"International skating union","N/A N/A","ISU"
"International skating union","Sari NAKAGAWA","ISU"
"International skating union","Marie NAKATA","ISU"
"International skating union","Naoya NISHIMOTO","ISU"
"International skating union","Arisa SAITOU","ISU"
"International skating union","Aldís Lilja SIGURÐARDÓTTIR","ISU"
"International skating union","Anna Giertz SKABLOVA","ISU"
"International skating union","Akinori TAKAHATA","ISU"
"International skating union","Sae TAKASUGI","ISU"
"International skating union","Kana TAMADA","ISU"
"International skating union","Yuya TAMADA","ISU"
"International skating union","Kari Sofie Slørdahl TELLEFSEN","ISU"
"International skating union","Reiko TOYODA","ISU"
"International skating union","Samuel WOOD","ISU"
"International skating union","Atsuko YONETSU","ISU"
"International skating union","Victoria ZEHETNER","ISU"
"Italy","Valentina ADAMI","ITA"
"Italy","Daniel David AGGIANO","ITA"
"Italy","Virginia DE AGOSTINI","ITA"
"Italy","Francesco ALBANESI","ITA"
"Italy","Andrea BALDI","ITA"
"Italy","Isabella BALESTRI","ITA"
"Italy","Matteo BALLABIO","ITA"
"Italy","Franco BENINI","ITA"
"Italy","Gabriela BENINI","ITA"
"Italy","Edoardo BERGAMASCO","ITA"
"Italy","Edoardo de BERNARDIS","ITA"
"Italy","Valentina BERTOLINI","ITA"
"Italy","Fabio BIANCHETTI","ITA"
"Italy","Franca BIANCONI","ITA"
"Italy","Elisabetta BIGNARDI","ITA"
"Italy","Toni BOMBARDIERI","ITA"
"Italy","Matteo BONFA","ITA"
"Italy","Elvira BOTTONI","ITA"
"Italy","Claudia BRAMBATI","ITA"
"Italy","Miriam BRUNERO","ITA"
"Italy","Marco BUTTARELLI","ITA"
"Italy","Elisabetta CAIMI","ITA"
"Italy","Lorenzo CANAPICCHI","ITA"
"Italy","Stefania CAPPA","ITA"
"Italy","Anna CAPPELLINI","ITA"
"Italy","Francesca CAPUTO","ITA"
"Italy","Michele CARENZI","ITA"
"Italy","Stefano CARON","ITA"
"Italy","Serenella CARPEGNA","ITA"
"Italy","Giorgia CARROSSA","ITA"
"Italy","Francesca CATTANEO","ITA"
"Italy","Daniela CAVELLI","ITA"
"Italy","Alice CAVERZAGHI","ITA"
"Italy","Marcello CAZZANIGA","ITA"
"Italy","Rossella CECCATTINI","ITA"
"Italy","Michela CESARO","ITA"
"Italy","Marco CICALA","ITA"
"Italy","Paola COLAVITTO","ITA"
"Italy","Massimo COLOMBI","ITA"
"Italy","Francesca COTOGNI","ITA"
"Italy","Valeria CRISCUOLI","ITA"
"Italy","Monica DOMENICALI","ITA"
"Italy","Marco FAGGIOLI","ITA"
"Italy","Francesca FERMI","ITA"
"Italy","Filippo FERRARI","ITA"
"Italy","Giuseppina Elvira Giovanna FERRARIO","ITA"
"Italy","Pinuccia FERRARIO","ITA"
"Italy","Elena FERRI","ITA"
"Italy","Gianfranco FIORETTI","ITA"
"Italy","Pierluigi FODDE","ITA"
"Italy","Caterina FRATTINI","ITA"
"Italy","Marika FURNARI","ITA"
"Italy","Caterina GABANELLA","ITA"
"Italy","Emanuela Silvia GAIA","ITA"
"Italy","Anna GIACOMELLI","ITA"
"Italy","Valentina GIANNOLA","ITA"
"Italy","Olga GILARDINI","ITA"
"Italy","Gianna GIUDICATI","ITA"
"Italy","Carlo GOLDSTEIN","ITA"
"Italy","Igor Gaetano DI GREGORIO","ITA"
"Italy","Claudia IACONO","ITA"
"Italy","Moreno INZAGHI","ITA"
"Italy","Paivi KOWACZ","ITA"
"Italy","Renata LAZZARONI","ITA"
"Italy","Valeria LEONI","ITA"
"Italy","Viktoriya LIAKHAVA","ITA"
"Italy","Raffaella LOCATELLI","ITA"
"Italy","Jyrina LORENZ","ITA"
"Italy","Valentina MAESTRANZI","ITA"
"Italy","Lorenzo MAGRI","ITA"
"Italy","Michela MALINGAMBI","ITA"
"Italy","Stefania MANENTI","ITA"
"Italy","Gabriele MARAVIGLIA","ITA"
"Italy","Miranda MARCHI","ITA"
"Italy","Maurizio MARGAGLIO","ITA"
"Italy","Fabio MASCARELLO","ITA"
"Italy","Roberta MAYNARDI","ITA"
"Italy","Stefania MERLO","ITA"
"Italy","Diana MICH","ITA"
"Italy","Isabella MICHELI","ITA"
"Italy","Gabriele MINCHIO","ITA"
"Italy","Francesca MINEO","ITA"
"Italy","Tiziana MIORINI","ITA"
"Italy","Gloria MORANDI","ITA"
"Italy","Tiziana MORANDI","ITA"
"Italy","Valeria MOSSO","ITA"
"Italy","Rosanna MURANTE","ITA"
"Italy","Cristiana DI NATALE","ITA"
"Italy","Fabiana Di NATALE","ITA"
"Italy","Ludovica NIZZA","ITA"
"Italy","Ambra NOBILE","ITA"
"Italy","Katerina NOVAKOVA","ITA"
"Italy","Nicolo NOVARINO","ITA"
"Italy","Massimo ORLANDINI","ITA"
"Italy","Tiziana PAGANI","ITA"
"Italy","Miriam PALANGE","ITA"
"Italy","Milena PANIC","ITA"
"Italy","Fabrizio PEDRAZZINI","ITA"
"Italy","Roberto PELIZZOLA","ITA"
"Italy","Karol PESCOSTA","ITA"
"Italy","Nicole PIANEZZE","ITA"
"Italy","Emanuela PIZZOCARI","ITA"
"Italy","Paolo PIZZOCARI","ITA"
"Italy","Romina POLI","ITA"
"Italy","Ilaria PONTI","ITA"
"Italy","Carlotta PONTREMOLI","ITA"
"Italy","Rose Mary QUARTO","ITA"
"Italy","Elisa RICCI","ITA"
"Italy","Olga ROMANOVA","ITA"
"Italy","Valeria ROSA","ITA"
"Italy","Tiziana ROSASPINA","ITA"
"Italy","Lisa Kowacz SAPORITO","ITA"
"Italy","Marco SCURI","ITA"
"Italy","Caterina SIMONCELLI","ITA"
"Italy","Simona Giovanna Maria SPALLUTO","ITA"
"Italy","Annalisa SPAMPINATO","ITA"
"Italy","Daniela TACCANI","ITA"
"Italy","Rebecca TAEVI","ITA"
"Italy","Rebecca TALEVI","ITA"
"Italy","Walter TOIGO","ITA"
"Italy","Chiara TORCHIO","ITA"
"Italy","Francesco TORRE","ITA"
"Italy","Daniela VALLONI","ITA"
"Italy","Valeria VERCELLINO","ITA"
"Italy","Matteo ZANNI","ITA"
"Italy","Walter ZUCCARO","ITA"
"Japan","Masayo ABE","JPN"
"Japan","Tetsuo ABE","JPN"
"Japan","Nami AKIYAMA","JPN"
"Japan","Kenji AMAKO","JPN"
"Japan","Honoka AMANO","JPN"
"Japan","Shin AMANO","JPN"
"Japan","Ai AMBO","JPN"
"Japan","Miwako ANDO","JPN"
"Japan","Yoko ANDO","JPN"
"Japan","Marie ARAI","JPN"
"Japan","Mitsuki ARAKI","JPN"
"Japan","Yuko ARAYA","JPN"
"Japan","Etsuko AZUMA","JPN"
"Japan","Toru DOBASHI","JPN"
"Japan","Yukinobu DODO","JPN"
"Japan","Nanae DOMOTO","JPN"
"Japan","Takashi DOZONO","JPN"
"Japan","Tatsuya FUJII","JPN"
"Japan","Yasuo FUJII","JPN"
"Japan","Mieko FUJIMORI","JPN"
"Japan","Kazuko FUJISAWA","JPN"
"Japan","Yoshiro FUJISAWA","JPN"
"Japan","Akiko FUJITA","JPN"
"Japan","Sanae FUJITA","JPN"
"Japan","Norie FUKATSU","JPN"
"Japan","Tomie FUKUDOME","JPN"
"Japan","Miyu FUNABASHI","JPN"
"Japan","Yumiko FURUHATA","JPN"
"Japan","Takuro FURUKAWA","JPN"
"Japan","Ito FUSAKO","JPN"
"Japan","Tsuyoshi GOKUDEN","JPN"
"Japan","Chizu GOTOH","JPN"
"Japan","Soichi HAGISU","JPN"
"Japan","Nagisa HAGIWARA","JPN"
"Japan","Satoyo HAGIYA","JPN"
"Japan","Jun HARUKI","JPN"
"Japan","Etsuko HATANAKA","JPN"
"Japan","Yumi HAYAKAWA","JPN"
"Japan","Kikuko HAYASHI","JPN"
"Japan","Akiko HIGAKI","JPN"
"Japan","Ayako HIGASHINO","JPN"
"Japan","Mikio HIRAI","JPN"
"Japan","Takashi HIRAI","JPN"
"Japan","Junko HIRAMATSU","JPN"
"Japan","Sumiyo HIRAYAMA","JPN"
"Japan","Ai HONDA","JPN"
"Japan","Yuki HORIKAWA","JPN"
"Japan","Ritsuko HORIUCHI","JPN"
"Japan","Manami HOSHI","JPN"
"Japan","Mahito HOSOI","JPN"
"Japan","Nobuko HOSOKAWA","JPN"
"Japan","Junetsu IGARASHI","JPN"
"Japan","Michiko IHARA","JPN"
"Japan","Hironori IIZUKA","JPN"
"Japan","Yoriko IKEDA","JPN"
"Japan","Tomoko IMAGAWA","JPN"
"Japan","Satoko INABA","JPN"
"Japan","Jun INOUE","JPN"
"Japan","Ikuko ISHIKAWA","JPN"
"Japan","Shoko ISHIKAWA","JPN"
"Japan","Yuuka ISHIKAWA","JPN"
"Japan","Hidehito ITO","JPN"
"Japan","Junko ITO","JPN"
"Japan","Maya ITO","JPN"
"Japan","Takuji ITO","JPN"
"Japan","Nami ITOYAMA","JPN"
"Japan","Masaharu IWAKAWA","JPN"
"Japan","Yuki IWAKURA","JPN"
"Japan","Hidetoshi IWASAKI","JPN"
"Japan","Akira IZAWA","JPN"
"Japan","Sho KAGAYAMA","JPN"
"Japan","Yuko KAGITA","JPN"
"Japan","Mitsutoshi KAJI","JPN"
"Japan","Koji KAMEI","JPN"
"Japan","Seiko KAMIMURA","JPN"
"Japan","Minoru KANNO","JPN"
"Japan","Makoto KANO","JPN"
"Japan","Noriyuki KANZAKI","JPN"
"Japan","Shigeto KATAYOSE","JPN"
"Japan","Masako KATO","JPN"
"Japan","Mayumi KATO","JPN"
"Japan","Shinpei KATO","JPN"
"Japan","Norifumi KAWACHI","JPN"
"Japan","Masako KAWAI","JPN"
"Japan","Shinichi KAWAI","JPN"
"Japan","Yoshie KIKKAWA","JPN"
"Japan","Chaehwa KIM","JPN"
"Japan","Mariko KIMURA","JPN"
"Japan","Takako KIMURA","JPN"
"Japan","Akiko KOBAYASHI","JPN"
"Japan","Hiroshi KOBAYASHI","JPN"
"Japan","Nagao KOBAYASHI","JPN"
"Japan","Reiko KOBAYASHI","JPN"
"Japan","Yoshiko KOBAYASHI","JPN"
"Japan","Masayo KOMAKII","JPN"
"Japan","Yuiko KOMATSU","JPN"
"Japan","Masami KONDO","JPN"
"Japan","Tomoyuki KOORIYAMA","JPN"
"Japan","Aya KOTO","JPN"
"Japan","Noriko KOYAMA","JPN"
"Japan","Tomoaki KOYAMA","JPN"
"Japan","Ayumi KOZUKA","JPN"
"Japan","Tsuguhiko KOZUKA","JPN"
"Japan","Ikuko KUBO","JPN"
"Japan","Masako KUBOTA","JPN"
"Japan","Chikako KUNO","JPN"
"Japan","Takeo KUNO","JPN"
"Japan","Yoko KUNO","JPN"
"Japan","Shogo KURATANI","JPN"
"Japan","Yoko KURITA","JPN"
"Japan","Tomoko KURIYAMA","JPN"
"Japan","Makoto KUSAKA","JPN"
"Japan","Yuka KUSAMA","JPN"
"Japan","Takeshi KYODA","JPN"
"Japan","Masami MAE","JPN"
"Japan","Mami MAEDA","JPN"
"Japan","Orie MANABE","JPN"
"Japan","Mayumi MASUDA","JPN"
"Japan","Youko MATSUDA","JPN"
"Japan","Yukako MATSUHASHI","JPN"
"Japan","Eri MATSUMOTO","JPN"
"Japan","Kazue MATSUMOTO","JPN"
"Japan","Yuki MATSUMURA","JPN"
"Japan","Yumiko MATSUMURA","JPN"
"Japan","Yuko MICHIKAWA","JPN"
"Japan","Kinuko MISAKA","JPN"
"Japan","Hideko MIYAJIMA","JPN"
"Japan","Miho MIYASAKA","JPN"
"Japan","Hayato MIYAZAKI","JPN"
"Japan","Katsutoshi MIYAZAKI","JPN"
"Japan","Hitomi MIZUNO","JPN"
"Japan","Motoki MIZUNO","JPN"
"Japan","Yuki MORALES","JPN"
"Japan","Kazuki MORI","JPN"
"Japan","Seikichi MORI","JPN"
"Japan","Itsuko MORISHIGE","JPN"
"Japan","Junko MORISHITA","JPN"
"Japan","Motoko MUKAI","JPN"
"Japan","Naoto MURAKAMI","JPN"
"Japan","Miyu MURAKANI","JPN"
"Japan","Yuko MURAKI","JPN"
"Japan","Shoji NAGASAWA","JPN"
"Japan","Shinichi NAKAHARA","JPN"
"Japan","Makiko NAKAMURA","JPN"
"Japan","Masashi NAKAMURA","JPN"
"Japan","Rina NAKAMURA","JPN"
"Japan","Kensuke NAKANIWA","JPN"
"Japan","Yukari NAKANO","JPN"
"Japan","Miyoko NAKAYAMA","JPN"
"Japan","Masahiro NIIKAWA","JPN"
"Japan","Youko NIINO","JPN"
"Japan","Naoko NIIYAMA","JPN"
"Japan","Ryuko NIREMOTO","JPN"
"Japan","Kyoko NISHI","JPN"
"Japan","Masahito NISHIDA","JPN"
"Japan","Naoko NISHIMURA","JPN"
"Japan","Naomi NISHIMURA","JPN"
"Japan","Toshiko NISHIZONO","JPN"
"Japan","Manabu NITTA","JPN"
"Japan","Sari NOGUCHI","JPN"
"Japan","Kahoru NOZAKI","JPN"
"Japan","Makiko OGASAWARA","JPN"
"Japan","Reiko OGAWA","JPN"
"Japan","Yuko OGAWA","JPN"
"Japan","Hiroko OGINO","JPN"
"Japan","Tokiomi OGINO","JPN"
"Japan","Takemochi OHGAMI","JPN"
"Japan","Sayaka OHMURA","JPN"
"Japan","Yukiko OKABE","JPN"
"Japan","Sachiko OKADA","JPN"
"Japan","Makiko OKAMURA","JPN"
"Japan","Mie OKANIWA","JPN"
"Japan","Sakiko OKANO","JPN"
"Japan","Makoto OKAZAKI","JPN"
"Japan","Misaki OKUTSU","JPN"
"Japan","Satoshi OMORI","JPN"
"Japan","Emiko ONDA","JPN"
"Japan","Yoshie ONDA","JPN"
"Japan","Ayumi ONO","JPN"
"Japan","Masayuki OOBA","JPN"
"Japan","Minoru OSADA","JPN"
"Japan","Manami OURA","JPN"
"Japan","Mitsuki OYAMA","JPN"
"Japan","Cathy REED","JPN"
"Japan","Tsukasa SAITO","JPN"
"Japan","Yoshiko SAKAMOTO","JPN"
"Japan","Ayaka SAKASHITA","JPN"
"Japan","Jun SAKATA","JPN"
"Japan","Megumi SAKURAI","JPN"
"Japan","Shugo SAKURAI","JPN"
"Japan","Hiromi SANO","JPN"
"Japan","Meiko SASAKI","JPN"
"Japan","Daigo SATO","JPN"
"Japan","Hajime SATO","JPN"
"Japan","Kaori SATO","JPN"
"Japan","Kumiko SATO","JPN"
"Japan","Yasuko SATO","JPN"
"Japan","Yasuyuki SATO","JPN"
"Japan","Akira SEKINE","JPN"
"Japan","Kengo SHIBATA","JPN"
"Japan","Marie SHIMIZU","JPN"
"Japan","Ayako SHIMODE","JPN"
"Japan","Hiroshi SHINDO","JPN"
"Japan","Miyuki SHIOMI","JPN"
"Japan","Haruto SHIRAI","JPN"
"Japan","Takeshi SHIRASAKA","JPN"
"Japan","Noriko SHIROTA","JPN"
"Japan","Yutaka SHOJI","JPN"
"Japan","Mari SOBUE","JPN"
"Japan","Miho SOGO","JPN"
"Japan","Mariko SUGA","JPN"
"Japan","Hideo SUGITA","JPN"
"Japan","Aya SUMIDA","JPN"
"Japan","Yoshinori SUSAKI","JPN"
"Japan","Kenji SUZUKI","JPN"
"Japan","Kentaro SUZUKI","JPN"
"Japan","Miyuki SUZUKI","JPN"
"Japan","Syouhei SUZUKI","JPN"
"Japan","Tamio SUZUKI","JPN"
"Japan","Hiromi TABEI","JPN"
"Japan","Yurika TAGAWA","JPN"
"Japan","Makiko TAKAHASHI","JPN"
"Japan","Megumi TAKAHASHI","JPN"
"Japan","Takanori TAKAHASHI","JPN"
"Japan","Yu TAKAHASHI","JPN"
"Japan","Kuniko TAKAMURA","JPN"
"Japan","Kaori TAKEDA","JPN"
"Japan","Yukio TAKEDA","JPN"
"Japan","Tomoko TAKENOUCHI","JPN"
"Japan","Akemi TAKEUCHI","JPN"
"Japan","Yosuke TAKEUCHI","JPN"
"Japan","Kaoru TAKINO","JPN"
"Japan","Sachiko TAMAMUSHI","JPN"
"Japan","Ai TANABE","JPN"
"Japan","Hidekazu TANAKA","JPN"
"Japan","Hiroshi TANAKA","JPN"
"Japan","Soichi TOGASHI","JPN"
"Japan","Yoko TOMABECHI","JPN"
"Japan","Nozomi TOMITA","JPN"
"Japan","Keiichi TOMOMATSU","JPN"
"Japan","Naofumi TORII","JPN"
"Japan","Mutsimi TSUBOI","JPN"
"Japan","Yoshiyuki TSUDA","JPN"
"Japan","Yumi TSUKIYAMA","JPN"
"Japan","Nagisa TSURUTA","JPN"
"Japan","Soshi TSURUTA","JPN"
"Japan","Itaru TSUTAI","JPN"
"Japan","Kenji TSUUCHI","JPN"
"Japan","Nakako TSUZUKI","JPN"
"Japan","Maiko TUTUI","JPN"
"Japan","Chiiho UCHIDA","JPN"
"Japan","Ayaka UDAGAWA","JPN"
"Japan","Shizuko UGAKI","JPN"
"Japan","Akino UMEBAYASHI","JPN"
"Japan","Hideo UMETANI","JPN"
"Japan","Yuki UMETANI","JPN"
"Japan","Atsushi USUDA","JPN"
"Japan","Nobuo WAKITA","JPN"
"Japan","Kazuko YAMADA","JPN"
"Japan","Tomiko YAMADA","JPN"
"Japan","Makiko YAMAGUCHI","JPN"
"Japan","Mamiko YAMAI","JPN"
"Japan","Yasushi YAMAKAMI","JPN"
"Japan","Masumi YAMAKAWA","JPN"
"Japan","Kaneo YAMAMOTO","JPN"
"Japan","Sakae YAMAMOTO","JPN"
"Japan","Shiho YAMAMOTO","JPN"
"Japan","Yutaka YAMANO","JPN"
"Japan","Chikako YAMASHITA","JPN"
"Japan","Tohru YAMASHITA","JPN"
"Japan","Tomoko YAMAUCHI","JPN"
"Japan","Yoko YAMAUCHI","JPN"
"Japan","Mie YAMAZAKI","JPN"
"Japan","Noritoshi YASUDA","JPN"
"Japan","Sayaka YODO","JPN"
"Japan","Lumina YOSHIDA","JPN"
"Japan","Masahiko YOSHIDA","JPN"
"Japan","Norio YOSHIDA","JPN"
"Japan","Rumina YOSHIDA","JPN"
"Japan","Toshihiko YOSHIKAWA","JPN"
"Japan","Maaya YOSHIMI","JPN"
"Japan","Aya YOSHIMURA","JPN"
"Japan","Nobuhiko YOSHIOKA","JPN"
"Japan","Akira YOSHIZAWA","JPN"
"Japan","Kyoko YUASA","JPN"
"Kazakhstan","Zhansaya ADYKHANOVA","KAZ"
"Kazakhstan","Aleksandra BELOUSOVA","KAZ"
"Kazakhstan","Yuri GUSKOV","KAZ"
"Kazakhstan","Aigul KUANISHEVA","KAZ"
"Kazakhstan","Paretskaya NADEZHDA","KAZ"
"Kazakhstan","Nadezhda PARETSKAIA","KAZ"
"Kazakhstan","Regina SHAMSHILOVA","KAZ"
"South Korea","Na Young AHN","KOR"
"South Korea","AHN Na Young","KOR"
"South Korea","So-Young AHN","KOR"
"South Korea","Sung-Jin BYUN","KOR"
"South Korea","Jung Yoon CHOI","KOR"
"South Korea","Jungyoon CHOI","KOR"
"South Korea","Jae-Eun CHUNG","KOR"
"South Korea","Ji Young HAN","KOR"
"South Korea","Young Kyung HAN","KOR"
"South Korea","Hyo-Jung JEON","KOR"
"South Korea","Hea-Kyung KIM","KOR"
"South Korea","Min Ah KIM","KOR"
"South Korea","Sung-Hee KOH","KOR"
"South Korea","Sung Hee KOH","KOR"
"South Korea","Eun-Hee LEE","KOR"
"South Korea","In-Sook LEE","KOR"
"South Korea","Jung-Sue LEE","KOR"
"South Korea","LEE Jung Sue","KOR"
"South Korea","Soo Kyung LEE","KOR"
"South Korea","Tae Ri LEE","KOR"
"South Korea","Yoon Kyung LEE","KOR"
"South Korea","You-Hwa LEE","KOR"
"South Korea","Hea-Kyung LIM","KOR"
"South Korea","Hye-Kyung LIM","KOR"
"South Korea","Bun Sun PARK","KOR"
"South Korea","Chihee RHEE","KOR"
"South Korea","Kyung-Won SAKONG","KOR"
"South Korea","Tae-Hwa YANG","KOR"
"Latvia","Agita ABELE","LAT"
"Latvia","Kira BARANOVSKA","LAT"
"Latvia","Anna BELEVICA","LAT"
"Latvia","Andrejs BROVENKO","LAT"
"Latvia","Eva CHEKANAUSKA","LAT"
"Latvia","Anna DUBOVA","LAT"
"Latvia","Dana GERASIMOVA","LAT"
"Latvia","Natalja KALNINA","LAT"
"Latvia","Ira KOMARNICKA","LAT"
"Latvia","Irina KOMARNICKA","LAT"
"Latvia","Konstantin KOSTIN","LAT"
"Latvia","Aljona KOVALJOVA","LAT"
"Latvia","Jelena KOVALJOVA","LAT"
"Latvia","Samanta KOVALKOVA","LAT"
"Latvia","Roberts KRUTKRAMELIS","LAT"
"Latvia","Angelina KUCVALSKA","LAT"
"Latvia","Alma LACE","LAT"
"Latvia","Anda MEDNE","LAT"
"Latvia","Natalja MISKOVSKA","LAT"
"Latvia","Emilija OSTASEVSKA","LAT"
"Latvia","Lina OZOLINA","LAT"
"Latvia","Brigita PECJUKEVICA","LAT"
"Latvia","Irina RADIONOVA","LAT"
"Latvia","Anna RAGE","LAT"
"Latvia","Elina RANCANE","LAT"
"Latvia","Raimo REINSALU","LAT"
"Latvia","Sanita RUBENE","LAT"
"Latvia","Olga RYABININA","LAT"
"Latvia","Uldis SAUERS","LAT"
"Latvia","Andrejs SITIKS","LAT"
"Latvia","Rezija STEPKA","LAT"
"Latvia","Tatjana STRAUTMANE","LAT"
"Latvia","Arina VOLCHOKA","LAT"
"Latvia","Janis Rudolfs ZABOLOCKIS","LAT"
"Latvia","Rudolf ZABOLOCKIS","LAT"
"Latvia","Natalja ZMUCKA","LAT"
"Lithuania","Saulius AMBRULEVICIUS","LTU"
"Lithuania","Zivile ATKOCIUNIENE","LTU"
"Lithuania","Ilona BIRGELAITE","LTU"
"Lithuania","Katryna BIRGELAITE","LTU"
"Lithuania","Zivile BUTKEVICIUTE","LTU"
"Lithuania","Danguole KALAZINSKIENE","LTU"
